Geneid,Chr,Start,End,Strand,Length,raw_count_1,raw_count_2,raw_count,FPKM
CG5514,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,389670;389952;390682;391220;393603,389893;390622;391067;393149;393733,+;+;+;+;+,3342,1530,1489,1509.5,23.08460911
Gp93,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,399760;399878;400076;400247;401801,399799;399967;400158;401499;402698,+;+;+;+;+,2364,7580,7444,7512,162.4067069
FBgn0171281,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,2830073;2831835;2835269;2836730;2837291,2830188;2832085;2835570;2837160;2837597,+;+;+;+;+,1407,3,3,3,0.1089740296
CG5527,scaffold_22;scaffold_22,405935;407128,407062;408135,+;+,2136,35,29,32,0.7656752045
FBgn0171283,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,411988;412161;412882;413035;413282;414850,412101;412829;412973;413226;414784;415207,+;+;+;+;+;+,2928,246,246,246,4.293978721
FBgn0171284,scaffold_22;scaffold_22,479088;479896,479813;479949,+;+,780,1,1,1,0.06552412808
FBgn0171285,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,497567;518995;521500;521947;527173;527509;528834;529789,498053;519082;521575;522043;527362;527901;528987;529818,+;+;+;+;+;+;+;+,1515,32,34,33,1.113261424
FBgn0171286,scaffold_22,592424,592951,+,528,3,3,3,0.2903910222
FBgn0171287,scaffold_22;scaffold_22;scaffold_22;scaffold_22,664753;673002;673188;674946,664848;673104;673380;675294,+;+;+;+,741,8,8,8,0.5517821312
FBgn0171288,scaffold_22,711600,711752,+,153,0,0,0,0
FBgn0171289,scaffold_22;scaffold_22;scaffold_22,713182;714048;716136,713420;714560;716298,+;+;+,915,26,25,25.5,1.424344161
Mst98Ca,scaffold_22,721343,722347,+,1005,225,225,225,11.44227311
Mst98Cb,scaffold_22,722795,723601,+,807,143,137,140,8.866461941
Wnt6,scaffold_3;scaffold_3;scaffold_3,2865880;2866150;2866785,2865919;2866664;2867246,+;+;+,1017,1195,1095,1145,57.54139507
CG17856,scaffold_22,723997,724332,+,336,12,11,11.5,1.749260205
Moca-cyp,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,769983;770923;771698;771790;771989;772193;772374;772629;773919,770286;771010;771727;771929;772136;772319;772568;773804;774602,+;+;+;+;+;+;+;+;+,2892,2232,2189,2210.5,39.06502296
FBgn0171295,scaffold_22;scaffold_22,781693;782053,782002;782243,+;+,501,0,0,0,0
FBgn0171296,scaffold_22;scaffold_22,782310;783060,782900;783110,+;+,642,0,0,0,0
beat-VI,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,891124;892857;893236;902145;902632,891268;892948;893346;902414;903012,+;+;+;+;+,999,68,64,66,3.376558672
FBgn0171298,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,916266;916976;917535;917714;917962;918812;919662;919863;920149;921135;921518;922165;922527;922987;923921;924333;924702;925194;926568;926858;928251;928738;929957;930597;931090;931555;932353;933370;933905;934666;935780;936021;937816;938060;938915;939339;942331;943105;943662;944039;944435;946133;946713;947024;947360;947614;948151,916848;916996;917590;917837;918068;919038;919697;919993;920777;921325;922112;922471;922925;923860;924274;924624;924860;925286;926786;926992;928672;928933;930190;930702;931210;932299;932880;933528;934015;935496;935940;936345;938004;938853;939279;941644;942408;943570;943804;944369;944566;946356;946853;947128;947461;947760;948300,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,15144,31,27,29,0.09787082522
FBgn0171299,scaffold_22;scaffold_22,983066;983522,983200;983638,+;+,252,0,0,0,0
FBgn0171300,scaffold_22;scaffold_22;scaffold_22;scaffold_22;scaffold_22,1028623;1028809;1030876;1031116;1031706,1028667;1029298;1031051;1031422;1031779,+;+;+;+;+,1092,4072,3980,4026,188.4286712
CG9986,scaffold_22;scaffold_22;scaffold_22;scaffold_22,1034271;1034514;1034852;1035877,1034457;1034787;1035817;1035997,+;+;+;+,1548,223,221,222,7.329559443
FBgn0171302,scaffold_5773;scaffold_5773;scaffold_5773,333;860;1123,408;1067;1360,-;-;-,522,0,0,0,0
FBgn0171304,scaffold_13359,759,1049,-,291,0,0,0,0
FBgn0171305,scaffold_8914,1094,1468,-,375,0,0,0,0
CG14102,scaffold_29;scaffold_29;scaffold_29,454465;454635;455549,454575;455341;456056,-;-;-,1326,90,98,94,3.623098847
Wnt10,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,2880002;2885046;2885364;2889902;2890410;2892096,2880186;2885193;2885442;2890284;2890869;2892283,+;+;+;+;+;+,1443,94,97,95.5,3.382461747
FBgn0171308,scaffold_8914,310,621,+,312,0,0,0,0
FBgn0171309,scaffold_4268;scaffold_4268;scaffold_4268,5;306;1896,186;331;2104,+;+;+,417,1,3,2,0.2451262345
FBgn0171310,scaffold_7306,70,381,+,312,0,0,0,0
FBgn0171311,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,2893403;2893776;2894698;2895703;2896055;2896407;2896760;2896965;2897124;2897762;2898010;2898477;2898805,2893687;2894639;2895635;2895995;2896326;2896693;2896909;2897062;2897177;2897949;2898425;2898753;2899185,+;+;+;+;+;+;+;+;+;+;+;+;+,4503,10664,10473,10568.5,119.951935
FBgn0171312,scaffold_11699,289,699,-,411,0,0,0,0
FBgn0171313,scaffold_8879,73,306,+,234,0,0,0,0
FBgn0171314,scaffold_1289;scaffold_1289;scaffold_1289;scaffold_1289;scaffold_1289,3398;3725;4065;4697;5162,3660;4004;4607;4851;5180,-;-;-;-;-,1260,30,10,20,0.8112511096
FBgn0171315,scaffold_1289;scaffold_1289;scaffold_1289;scaffold_1289;scaffold_1289,161;355;519;715;1509,300;464;636;1451;1870,-;-;-;-;-,1467,1,0,0.5,0.01741950235
CG5155,scaffold_3;scaffold_3;scaffold_3,2903643;2904332;2905645,2904259;2905583;2905785,+;+;+,2010,384,378,381,9.687791235
FBgn0171318,scaffold_4237;scaffold_4237,338;2131,641;2291,+;+,465,0,0,0,0
FBgn0171319,scaffold_3,2914984,2915340,+,357,7,9,8,1.145295684
FBgn0171320,scaffold_7237,41,217,-,177,0,0,0,0
Map205,scaffold_31;scaffold_31;scaffold_31,534210;535304;542960,534317;535597;544627,-;-;-,2070,137,143,140,3.456635163
krz,scaffold_31;scaffold_31,525372;527674,526216;528244,-;-,1416,530,508,519,18.73268187
heph,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,340973;341218;341710;346853;353610;354198;354813;355183;363007;371127;412848;441120,341105;341295;341926;346945;353643;354391;355098;355500;363272;371250;413393;441209,-;-;-;-;-;-;-;-;-;-;-;-,2379,358,354,356,7.648062163
ferrochelatase,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,291259;291633;292009;292387;292820,291573;291954;292110;292765;292856,-;-;-;-;-,1155,1476,1451,1463.5,64.75996357
FBgn0171325,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,283196;284005;284196;284528;290259,283951;284135;284470;284743;290374,-;-;-;-;-,1494,269,270,269.5,9.219429025
CG5171,scaffold_3;scaffold_3;scaffold_3,2918784;2919015;2919701,2918848;2919636;2919835,+;+;+,822,618,602,610,37.92746976
FBgn0171327,scaffold_31,280583,280756,-,174,96,90,93,27.31678305
CG2118,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,271424;271605;271856;272079;272430;272991;273863,271548;271775;272023;272370;272936;273756;273903,-;-;-;-;-;-;-,2070,1069,1035,1052,25.97414422
CG2126,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,255558;255766;255956;256192;256466;256662,255709;255900;256128;256404;256599;256763,-;-;-;-;-;-,909,315,308,311.5,17.51418856
FBgn0171330,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,249672;249907;250100;250417;250791,249847;250045;250361;250733;251957,-;-;-;-;-,2061,390,376,383,9.49766037
FBgn0171331,scaffold_31;scaffold_31;scaffold_31,244058;244309;244819,244292;244583;244836,-;-;-,528,8,10,9,0.8711730665
Smvt,scaffold_31;scaffold_31;scaffold_31;scaffold_31,239785;240263;241167;241350,240204;241107;241284;241742,-;-;-;-,1776,37,35,36,1.035989593
FBgn0171333,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,235727;236147;236774;236953;237147;237423;237621;238078,236084;236679;236882;237093;237366;237540;237780;238304,-;-;-;-;-;-;-;-,1866,33,34,33.5,0.9175484816
FBgn0171334,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,232300;232710;233303;233605;233905;234163;234695,232651;233242;233552;233836;234022;234322;234930,-;-;-;-;-;-;-,1881,11,11,11,0.2988819877
nero,scaffold_31,226858,227766,-,909,252,248,250,14.05633111
awd,scaffold_31;scaffold_31,225565;226075,225897;226203,-;-,462,4871,4591,4731,523.3675908
CG5177,scaffold_3;scaffold_3;scaffold_3;scaffold_3,2920741;2920871;2921394;2923478,2920805;2921195;2921580;2923731,+;+;+;+,831,269,274,271.5,16.69800795
CstF-50,scaffold_31;scaffold_31,215876;216269,216214;217204,-;-,1275,196,187,191.5,7.676344323
CG11550,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,163622;163832;164099;164737;164928,163776;164045;164243;164844;165202,-;-;-;-;-,897,51244,50700,50972,2904.257267
CG11539,scaffold_31,101376,101978,-,603,235,237,236,20.00278855
FBgn0171341,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,85476;86550;86838;87276;87580,85551;86764;87212;87515;88383,-;-;-;-;-,1710,3566,3463,3514.5,105.0420746
FBgn0171342,scaffold_31;scaffold_31;scaffold_31,81041;81638;82165,81580;81718;82275,-;-;-,732,16629,16095,16362,1142.407802
pygo,scaffold_31;scaffold_31;scaffold_31,63090;63492;64331,63210;64209;65819,-;-;-,2328,280,262,271,5.949523279
FBgn0171344,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,44399;45508;46276;46801;47119;48224;48507;51403,44769;45668;46477;47052;48062;48427;48590;51680,+;+;+;+;+;+;+;+,2496,191,187,189,3.870018815
gammaCop,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,58436;58698;59459;61005;61249;61460,58475;59353;60929;61190;61401;61590,+;+;+;+;+;+,2637,2020,2001,2010.5,38.96635662
FBgn0171346,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,67204;67362;67789;68197;68458;68723;69497;70826;71282;71849;72276;72611;73496;74186,67299;67699;68136;68396;68597;69435;70764;71220;71790;72218;72540;73436;74129;74296,+;+;+;+;+;+;+;+;+;+;+;+;+;+,6213,140,139,139.5,1.147542311
CG1635,scaffold_31;scaffold_31;scaffold_31;scaffold_31,74911;75079;75203;75511,75017;75149;75445;76436,+;+;+;+,1347,703,690,696.5,26.4270921
CG15818,scaffold_3,2926187,2927038,+,852,6,5,5.5,0.329927828
CG1638,scaffold_31;scaffold_31;scaffold_31,76996;77060;77363,77005;77302;78279,+;+;+,1170,53,57,55,2.402551363
FBgn0171350,scaffold_31;scaffold_31,79267;79514,79456;80742,+;+,1419,269,263,266,9.580652639
Med,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,97702;97962;98315;98872;99236;99905;100249;100475;100661,97765;98230;98669;99093;99844;100187;100417;100601;100872,+;+;+;+;+;+;+;+;+,2310,1578,1553,1565.5,34.63673487
CG1792,scaffold_31;scaffold_31;scaffold_31;scaffold_31,102378;102551;103344;103517,102497;103263;103454;103706,+;+;+;+,1134,84,87,85.5,3.85344277
pasha,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,104580;105298;105567;106617;106931,104811;105501;106516;106871;107218,+;+;+;+;+,1929,27,32,29.5,0.7816019633
kek6,scaffold_31;scaffold_31,144543;144777,144594;147235,+;+,2511,9,9,9,0.1831857344
CG1815,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,156362;157479;157709;158934;159190;161729;162663,157369;157645;157790;159114;161651;162595;162887,+;+;+;+;+;+;+,4992,936,930,933,9.552189297
CR34046,scaffold_31;scaffold_31;scaffold_31,189356;189616;189810,189461;189774;189961,+;+;+,417,2,1,1.5,0.1838446759
ttk,scaffold_31;scaffold_31;scaffold_31;scaffold_31,207599;207930;208698;209971,207742;208562;208785;211037,+;+;+;+,1932,549,549,549,14.52315845
FBgn0171358,scaffold_31;scaffold_31,212873;213270,212888;214846,+;+,1593,438,449,443.5,14.22897779
chm,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,2927728;2928603;2929295;2929514;2932591;2936767;2936999;2937152,2928529;2929228;2929452;2929886;2932696;2936924;2937094;2937268,+;+;+;+;+;+;+;+,2436,313,305,309,6.483015332
CG11563,scaffold_31;scaffold_31;scaffold_31,217466;217634;217977,217563;217918;218217,+;+;+,624,96,88,92,7.535274729
Ef1alpha100E,scaffold_31;scaffold_31;scaffold_31,220624;221937;222211,221446;222142;222570,+;+;+,1389,3484,3463,3473.5,127.8088452
FBgn0171362,scaffold_31,222718,223023,+,306,1643,1625,1634,272.9144174
CG1890,scaffold_31;scaffold_31,223923;224187,224131;224310,+;+,333,511,497,504,77.35388958
CG1896,scaffold_31;scaffold_31,224628;225308,225247;225428,+;+,741,136,135,135.5,9.345809847
CG1910,scaffold_31;scaffold_31;scaffold_31;scaffold_31,228296;229470;229832;230890,228376;229778;230831;231344,+;+;+;+,1845,985,982,983.5,27.24418665
sip3,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,252742;252930;253043;253286;254194;254465,252867;252986;253231;254135;254408;254908,+;+;+;+;+;+,1881,1499,1507,1503,40.83814796
faf,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,258694;259632;259835;261171;262478;263185;264607;265106;265489;265706;265918;266289;266462;266631;267041;267418;268075;268936,258986;259780;261048;262412;263086;264550;265030;265421;265642;265856;266226;266400;266571;266982;267300;268009;268467;269112,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,8223,2085,2078,2081.5,12.93725023
Acf1,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,274639;275398;276686;279109;279351,274760;276631;279048;279284;279748,+;+;+;+;+,4293,636,613,624.5,7.434767768
FBgn0171369,scaffold_31,281381,283195,+,1815,5,3,4,0.1126365177
CG5261,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,2942668;2943558;2943788;2944427;2944668;2945081;2945248,2942828;2943727;2944180;2944605;2945016;2945183;2945377,+;+;+;+;+;+;+,1485,9906,9687,9796.5,337.1633361
CG1971,scaffold_31;scaffold_31,286128;286415,286173;287082,+;+,714,37,32,34.5,2.469543819
RhoGAP100F,scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31,321933;322452;323093;323430;324598;325773;325929;326801;329013;329219,321959;323036;323351;324532;325708;325852;326243;327058;329136;330891,+;+;+;+;+;+;+;+;+;+,5535,45,47,46,0.4247526135
CG2003,scaffold_31;scaffold_31;scaffold_31,470322;470409;470613,470352;470548;471920,+;+;+,1479,1011,1005,1008,34.83278598
FBgn0171374,scaffold_31,498266,499048,+,783,1,1,1,0.06527307778
CG2053,scaffold_31;scaffold_31,515291;516209,516155;516240,+;+,897,15,18,16.5,0.9401287942
mod,scaffold_31;scaffold_31;scaffold_31;scaffold_31,529266;529780;530172;530970,529508;530104;530903;531310,+;+;+;+,1641,1480,1450,1465,45.62731332
hydra,scaffold_600;scaffold_600;scaffold_600;scaffold_600;scaffold_600,79;395;4768;5216;5792,276;769;5142;5457;5819,-;-;-;-;-,1218,19,18,18.5,0.7762833893
CG5973,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,2960186;2960432;2960591;2960802;2960994;2961238;2961450,2960372;2960523;2960744;2960927;2961172;2961388;2961496,+;+;+;+;+;+;+,936,25655,25513,25584,1396.974411
FBgn0171380,scaffold_12882,8,229,+,222,0,0,0,0
CG31120,scaffold_2054;scaffold_2054,1523;3278,3078;3332,-;-,1611,19,11,15,0.4758735559
FBgn0171382,scaffold_2054;scaffold_2054;scaffold_2054;scaffold_2054;scaffold_2054,693;764;1018;1216;1377,703;961;1157;1306;1383,-;-;-;-;-,447,0,0,0,0
Gyc76C,scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29,411267;413072;413327;413621;413997;414241;414632;415043;415280;415523;415814;416043;417081;417407,412991;413236;413555;413927;414162;414573;414922;415203;415451;415745;415968;416255;417278;417574,-;-;-;-;-;-;-;-;-;-;-;-;-;-,4506,381,379,380,4.310109091
CG6055,scaffold_3,2988068,2988727,+,660,279,268,273.5,21.17918522
FBgn0171385,scaffold_144,8701,9222,-,522,0,0,0,0
FBgn0171386,scaffold_144,1993,2166,-,174,0,0,0,0
FBgn0171387,scaffold_144,1051,1599,-,549,0,0,0,0
CG6441,scaffold_3;scaffold_3;scaffold_3;scaffold_3,2991421;2992446;2993050;2993240,2992385;2992958;2993182;2993305,+;+;+;+,1677,82,90,86,2.620965123
l(2)k14710,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,740365;740558;740816;740997;741812;742431;743429;743683;744026,740497;740754;740929;741124;742360;743370;743540;743965;744155,-;-;-;-;-;-;-;-;-,2586,1576,1586,1581,31.24634349
CG17994,scaffold_26;scaffold_26,737615;739064,738628;739564,-;-,1515,602,587,594.5,20.05557322
CG30432,scaffold_26,728312,728506,-,195,3,4,3.5,0.9173377931
Ptr,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,712789;714702;715457;715861;716088;716327;716631;719538;719744,714627;715015;715795;716024;716267;716508;716845;719683;719874,-;-;-;-;-;-;-;-;-,3510,397,426,411.5,5.99181749
CG11211,scaffold_26;scaffold_26;scaffold_26,711332;711619;711784,711567;711727;711930,-;-;-,492,3,2,2.5,0.2596992881
FBgn0171394,scaffold_26;scaffold_26;scaffold_26,681720;682164;682988,681778;682330;683013,-;-;-,252,4,5,4.5,0.9126574983
EcR,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,628652;629885;630098;630548;653428,629821;630037;630241;631062;654100,-;-;-;-;-,2655,184,187,185.5,3.570879884
Spn28B,scaffold_3;scaffold_3;scaffold_3,3095408;3096370;3096568,3096319;3096508;3096710,+;+;+,1194,6,7,6.5,0.2782305941
Ars2,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,614240;614642;614818;616859;617412;617751;617990;619694,614321;614746;616802;616925;617691;617935;618134;620315,-;-;-;-;-;-;-;-,3471,1504,1460,1482,21.82174333
CG14590,scaffold_26;scaffold_26;scaffold_26,611740;612384;613124,612246;613068;613392,-;-;-,1461,41,38,39.5,1.381792188
FBgn0171399,scaffold_26;scaffold_26;scaffold_26,608323;609235;609466,608963;609408;609553,-;-;-,903,3,3,3,0.1697967439
CG7856,scaffold_26,587051,589102,-,2052,38,41,39.5,0.9838198763
FBgn0171401,scaffold_26;scaffold_26;scaffold_26,576905;581879;582185,577017;581971;582245,-;-;-,267,1,1,1,0.1914188011
CG14591,scaffold_26;scaffold_26;scaffold_26;scaffold_26,566945;567466;567623;567876,567319;567566;567815;568205,-;-;-;-,999,2871,2817,2844,145.4989828
FBgn0171403,scaffold_26;scaffold_26,558358;558524,558458;559205,-;-,783,544,530,537,35.05164277
FBgn0171404,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,559345;559708;562100;562349;565144,559579;560795;562283;562708;565409,-;-;-;-;-,2133,210,200,205,4.912005663
dream,scaffold_26;scaffold_26;scaffold_26,553798;553924;554391,553864;554335;555492,-;-;-,1581,15,15,15,0.4849034146
Cyp4d21,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,3119234;3119519;3119965;3120094;3120351,3119396;3119905;3120034;3120290;3121066,+;+;+;+;+,1533,8,9,8.5,0.2833822369
Act42A,scaffold_26,547935,549065,-,1131,2251,2256,2253.5,101.8335328
mle,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,507816;510437;511651;512371;512946,510109;511127;511969;512887;513021,-;-;-;-;-,3897,863,860,861.5,11.29849842
BubR1,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,501247;501755;502139;505721;506180,501694;502002;505051;506116;506506,-;-;-;-;-,4332,33,32,32.5,0.383434129
CG7881,scaffold_26;scaffold_26;scaffold_26;scaffold_26,492497;492958;494094;498467,492715;494031;494230;498485,-;-;-;-,1449,52,49,50.5,1.781225262
Or42b,scaffold_26;scaffold_26;scaffold_26,341426;341565;341983,341500;341922;342749,-;-;-,1200,2337,2292,2314.5,98.57613639
Or42a,scaffold_26;scaffold_26;scaffold_26,317061;317208;317692,317147;317565;318467,-;-;-,1221,26,24,25,1.046454134
CG11163,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,299797;299962;300096;300497;301110;302334;302685;302962;303171,299906;300032;300265;300623;301376;302487;302847;303099;303464,-;-;-;-;-;-;-;-;-,1494,479,480,479.5,16.40339969
CG7791,scaffold_26;scaffold_26;scaffold_26,282732;284222;284816,284166;284751;284950,-;-;-,2100,790,777,783.5,19.06845733
FBgn0171415,scaffold_26,276316,276606,-,291,0,0,0,0
ap,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,232937;233187;233613;233925;241371;241856;242129;274030;274544,233110;233383;233869;234098;241510;242072;242340;274133;274676,-;-;-;-;-;-;-;-;-,1608,51,56,53.5,1.700448921
CG6739,scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3,3126966;3127888;3128357;3129098;3129620,3127760;3128257;3128953;3129462;3129826,+;+;+;+;+,2334,872,861,866.5,18.97420413
scaf,scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26,202433;203702;204026;204232;208998;211952,202725;203970;204178;204983;209168;212278,-;-;-;-;-;-,1965,290,298,294,7.646815802
