Geneid	Chr	Start	End	Strand	Length	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_1_alignment.sam	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_2_alignment.sam
FBgn0171339	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	163622;163832;164099;164737;164928	163776;164045;164243;164844;165202	-;-;-;-;-	897	30939	30360
FBgn0171340	scaffold_31	101376	101978	-	603	135	134
FBgn0171341	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	85476;86550;86838;87276;87580	85551;86764;87212;87515;88383	-;-;-;-;-	1710	2108	2071
FBgn0171342	scaffold_31;scaffold_31;scaffold_31	81041;81638;82165	81580;81718;82275	-;-;-	732	9469	9034
FBgn0171343	scaffold_31;scaffold_31;scaffold_31	63090;63492;64331	63210;64209;65819	-;-;-	2328	141	135
FBgn0171344	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	44399;45508;46276;46801;47119;48224;48507;51403	44769;45668;46477;47052;48062;48427;48590;51680	+;+;+;+;+;+;+;+	2496	72	68
FBgn0171345	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	58436;58698;59459;61005;61249;61460	58475;59353;60929;61190;61401;61590	+;+;+;+;+;+	2637	1213	1151
FBgn0171346	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	67204;67362;67789;68197;68458;68723;69497;70826;71282;71849;72276;72611;73496;74186	67299;67699;68136;68396;68597;69435;70764;71220;71790;72218;72540;73436;74129;74296	+;+;+;+;+;+;+;+;+;+;+;+;+;+	6213	72	67
FBgn0171347	scaffold_31;scaffold_31;scaffold_31;scaffold_31	74911;75079;75203;75511	75017;75149;75445;76436	+;+;+;+	1347	400	385
FBgn0171348	scaffold_3	2926187	2927038	+	852	2	1
FBgn0171349	scaffold_31;scaffold_31;scaffold_31	76996;77060;77363	77005;77302;78279	+;+;+	1170	9	8
FBgn0171350	scaffold_31;scaffold_31	79267;79514	79456;80742	+;+	1419	265	265
FBgn0171351	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	97702;97962;98315;98872;99236;99905;100249;100475;100661	97765;98230;98669;99093;99844;100187;100417;100601;100872	+;+;+;+;+;+;+;+;+	2310	884	848
FBgn0171352	scaffold_31;scaffold_31;scaffold_31;scaffold_31	102378;102551;103344;103517	102497;103263;103454;103706	+;+;+;+	1134	75	69
FBgn0171353	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	104580;105298;105567;106617;106931	104811;105501;106516;106871;107218	+;+;+;+;+	1929	32	35
FBgn0171354	scaffold_31;scaffold_31	144543;144777	144594;147235	+;+	2511	12	13
FBgn0171355	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	156362;157479;157709;158934;159190;161729;162663	157369;157645;157790;159114;161651;162595;162887	+;+;+;+;+;+;+	4992	505	507
FBgn0171356	scaffold_31;scaffold_31;scaffold_31	189356;189616;189810	189461;189774;189961	+;+;+	417	3	2
FBgn0171357	scaffold_31;scaffold_31;scaffold_31;scaffold_31	207599;207930;208698;209971	207742;208562;208785;211037	+;+;+;+	1932	382	391
FBgn0171358	scaffold_31;scaffold_31	212873;213270	212888;214846	+;+	1593	255	223
FBgn0171359	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	2927728;2928603;2929295;2929514;2932591;2936767;2936999;2937152	2928529;2929228;2929452;2929886;2932696;2936924;2937094;2937268	+;+;+;+;+;+;+;+	2436	179	181
FBgn0171360	scaffold_31;scaffold_31;scaffold_31	217466;217634;217977	217563;217918;218217	+;+;+	624	40	42
FBgn0171361	scaffold_31;scaffold_31;scaffold_31	220624;221937;222211	221446;222142;222570	+;+;+	1389	1955	1882
FBgn0171362	scaffold_31	222718	223023	+	306	758	798
FBgn0171363	scaffold_31;scaffold_31	223923;224187	224131;224310	+;+	333	222	224
FBgn0171364	scaffold_31;scaffold_31	224628;225308	225247;225428	+;+	741	94	88
FBgn0171365	scaffold_31;scaffold_31;scaffold_31;scaffold_31	228296;229470;229832;230890	228376;229778;230831;231344	+;+;+;+	1845	595	562
FBgn0171366	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	252742;252930;253043;253286;254194;254465	252867;252986;253231;254135;254408;254908	+;+;+;+;+;+	1881	878	842
FBgn0171367	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	258694;259632;259835;261171;262478;263185;264607;265106;265489;265706;265918;266289;266462;266631;267041;267418;268075;268936	258986;259780;261048;262412;263086;264550;265030;265421;265642;265856;266226;266400;266571;266982;267300;268009;268467;269112	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8223	1341	1334
FBgn0171368	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	274639;275398;276686;279109;279351	274760;276631;279048;279284;279748	+;+;+;+;+	4293	378	367
FBgn0171369	scaffold_31	281381	283195	+	1815	7	6
FBgn0171370	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	2942668;2943558;2943788;2944427;2944668;2945081;2945248	2942828;2943727;2944180;2944605;2945016;2945183;2945377	+;+;+;+;+;+;+	1485	5342	5236
FBgn0171371	scaffold_31;scaffold_31	286128;286415	286173;287082	+;+	714	4	5
FBgn0171372	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	321933;322452;323093;323430;324598;325773;325929;326801;329013;329219	321959;323036;323351;324532;325708;325852;326243;327058;329136;330891	+;+;+;+;+;+;+;+;+;+	5535	134	129
FBgn0171373	scaffold_31;scaffold_31;scaffold_31	470322;470409;470613	470352;470548;471920	+;+;+	1479	536	522
FBgn0171374	scaffold_31	498266	499048	+	783	0	0
FBgn0171375	scaffold_31;scaffold_31	515291;516209	516155;516240	+;+	897	0	0
FBgn0171376	scaffold_31;scaffold_31;scaffold_31;scaffold_31	529266;529780;530172;530970	529508;530104;530903;531310	+;+;+;+	1641	781	776
FBgn0171377	scaffold_600;scaffold_600;scaffold_600;scaffold_600;scaffold_600	79;395;4768;5216;5792	276;769;5142;5457;5819	-;-;-;-;-	1218	1	0
FBgn0171379	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	2960186;2960432;2960591;2960802;2960994;2961238;2961450	2960372;2960523;2960744;2960927;2961172;2961388;2961496	+;+;+;+;+;+;+	936	14667	14651
FBgn0171380	scaffold_12882	8	229	+	222	0	0
FBgn0171381	scaffold_2054;scaffold_2054	1523;3278	3078;3332	-;-	1611	7	18
FBgn0171382	scaffold_2054;scaffold_2054;scaffold_2054;scaffold_2054;scaffold_2054	693;764;1018;1216;1377	703;961;1157;1306;1383	-;-;-;-;-	447	0	0
FBgn0171383	scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29;scaffold_29	411267;413072;413327;413621;413997;414241;414632;415043;415280;415523;415814;416043;417081;417407	412991;413236;413555;413927;414162;414573;414922;415203;415451;415745;415968;416255;417278;417574	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4506	219	210
FBgn0171384	scaffold_3	2988068	2988727	+	660	230	226
FBgn0171385	scaffold_144	8701	9222	-	522	0	0
FBgn0171386	scaffold_144	1993	2166	-	174	0	0
FBgn0171387	scaffold_144	1051	1599	-	549	0	0
FBgn0171388	scaffold_3;scaffold_3;scaffold_3;scaffold_3	2991421;2992446;2993050;2993240	2992385;2992958;2993182;2993305	+;+;+;+	1677	19	16
FBgn0171389	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	740365;740558;740816;740997;741812;742431;743429;743683;744026	740497;740754;740929;741124;742360;743370;743540;743965;744155	-;-;-;-;-;-;-;-;-	2586	962	954
FBgn0171390	scaffold_26;scaffold_26	737615;739064	738628;739564	-;-	1515	309	301
FBgn0171391	scaffold_26	728312	728506	-	195	0	0
FBgn0171392	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	712789;714702;715457;715861;716088;716327;716631;719538;719744	714627;715015;715795;716024;716267;716508;716845;719683;719874	-;-;-;-;-;-;-;-;-	3510	262	259
FBgn0171393	scaffold_26;scaffold_26;scaffold_26	711332;711619;711784	711567;711727;711930	-;-;-	492	1	1
FBgn0171394	scaffold_26;scaffold_26;scaffold_26	681720;682164;682988	681778;682330;683013	-;-;-	252	11	8
FBgn0171395	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	628652;629885;630098;630548;653428	629821;630037;630241;631062;654100	-;-;-;-;-	2655	178	185
FBgn0171396	scaffold_3;scaffold_3;scaffold_3	3095408;3096370;3096568	3096319;3096508;3096710	+;+;+	1194	1	0
FBgn0171397	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	614240;614642;614818;616859;617412;617751;617990;619694	614321;614746;616802;616925;617691;617935;618134;620315	-;-;-;-;-;-;-;-	3471	967	973
FBgn0171398	scaffold_26;scaffold_26;scaffold_26	611740;612384;613124	612246;613068;613392	-;-;-	1461	15	13
FBgn0171399	scaffold_26;scaffold_26;scaffold_26	608323;609235;609466	608963;609408;609553	-;-;-	903	1	1
FBgn0171400	scaffold_26	587051	589102	-	2052	0	0
FBgn0171401	scaffold_26;scaffold_26;scaffold_26	576905;581879;582185	577017;581971;582245	-;-;-	267	0	0
FBgn0171402	scaffold_26;scaffold_26;scaffold_26;scaffold_26	566945;567466;567623;567876	567319;567566;567815;568205	-;-;-;-	999	1436	1401
FBgn0171403	scaffold_26;scaffold_26	558358;558524	558458;559205	-;-	783	331	316
FBgn0171404	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	559345;559708;562100;562349;565144	559579;560795;562283;562708;565409	-;-;-;-;-	2133	190	195
FBgn0171405	scaffold_26;scaffold_26;scaffold_26	553798;553924;554391	553864;554335;555492	-;-;-	1581	10	9
FBgn0171406	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	3119234;3119519;3119965;3120094;3120351	3119396;3119905;3120034;3120290;3121066	+;+;+;+;+	1533	13	14
FBgn0171407	scaffold_26	547935	549065	-	1131	813	779
FBgn0171408	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	507816;510437;511651;512371;512946	510109;511127;511969;512887;513021	-;-;-;-;-	3897	501	507
FBgn0171409	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	501247;501755;502139;505721;506180	501694;502002;505051;506116;506506	-;-;-;-;-	4332	25	24
FBgn0171410	scaffold_26;scaffold_26;scaffold_26;scaffold_26	492497;492958;494094;498467	492715;494031;494230;498485	-;-;-;-	1449	26	24
FBgn0171411	scaffold_26;scaffold_26;scaffold_26	341426;341565;341983	341500;341922;342749	-;-;-	1200	1319	1295
FBgn0171412	scaffold_26;scaffold_26;scaffold_26	317061;317208;317692	317147;317565;318467	-;-;-	1221	11	10
FBgn0171413	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	299797;299962;300096;300497;301110;302334;302685;302962;303171	299906;300032;300265;300623;301376;302487;302847;303099;303464	-;-;-;-;-;-;-;-;-	1494	258	269
FBgn0171414	scaffold_26;scaffold_26;scaffold_26	282732;284222;284816	284166;284751;284950	-;-;-	2100	440	428
FBgn0171415	scaffold_26	276316	276606	-	291	0	0
FBgn0171416	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	232937;233187;233613;233925;241371;241856;242129;274030;274544	233110;233383;233869;234098;241510;242072;242340;274133;274676	-;-;-;-;-;-;-;-;-	1608	20	21
FBgn0171417	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	3126966;3127888;3128357;3129098;3129620	3127760;3128257;3128953;3129462;3129826	+;+;+;+;+	2334	486	460
FBgn0171418	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	202433;203702;204026;204232;208998;211952	202725;203970;204178;204983;209168;212278	-;-;-;-;-;-	1965	173	164
FBgn0171419	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	182747;182907;183182;186666;186872;187287;187427;188295;188523;188686	182845;183116;183756;186812;187225;187356;188236;188444;188620;188710	-;-;-;-;-;-;-;-;-;-	2538	1125	1136
FBgn0171420	scaffold_26;scaffold_26;scaffold_26;scaffold_26	162779;164359;164559;172026	164303;164485;164783;172125	-;-;-;-	1977	2150	2100
FBgn0171421	scaffold_26;scaffold_26;scaffold_26;scaffold_26	121053;121214;121591;129470	121074;121326;121758;129502	-;-;-;-	336	1426	1509
FBgn0171422	scaffold_26;scaffold_26;scaffold_26;scaffold_26	106975;108142;108584;109123	107518;108389;108630;109216	-;-;-;-	933	0	0
FBgn0171423	scaffold_26;scaffold_26;scaffold_26;scaffold_26	38591;38677;39125;40932	38622;39075;39158;40934	-;-;-;-	468	115	109
FBgn0171424	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	8767;16763;17023;17392;18862;23767;25103	9264;16960;17340;17568;18957;23880;26818	-;-;-;-;-;-;-	3117	561	574
FBgn0171425	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	3192676;3194338;3194663;3195840;3196475;3197662;3199559;3199823;3200184;3201774;3201965	3192699;3194601;3195784;3196355;3197494;3197709;3199768;3200121;3201719;3201897;3203215	+;+;+;+;+;+;+;+;+;+;+	6414	9	7
FBgn0171426	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	58932;60854;65848;73530;73890;74157;74730	59010;60911;66031;73826;73970;74677;74898	+;+;+;+;+;+;+	1389	2221	2202
FBgn0171428	scaffold_26;scaffold_26	179188;179450	179397;181267	+;+	2028	1065	1051
FBgn0171429	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	3217256;3219508;3219747;3220285;3220671;3221016;3221192;3221395;3222123;3222313;3222790;3223191;3223426;3223841;3224367	3217341;3219685;3220225;3220615;3220954;3221127;3221338;3222070;3222254;3222731;3223137;3223368;3223781;3224297;3224593	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4410	1049	1012
FBgn0171430	scaffold_26;scaffold_26;scaffold_26	194480;194845;195266	194784;195205;195631	+;+;+	1032	3644	3653
FBgn0171431	scaffold_26	198367	199161	+	795	1244	1260
FBgn0171432	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	223102;223587;224417;224546;224867;225173	223139;224355;224484;224810;225118;225217	+;+;+;+;+;+	1437	1317	1282
FBgn0171433	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	227886;228049;228472;229287;229438	227955;228405;229217;229383;229928	+;+;+;+;+	1761	1778	1744
FBgn0171434	scaffold_26	279548	280921	+	1374	201	194
FBgn0171435	scaffold_26;scaffold_26	282397;282541	282458;282637	+;+	159	537	544
FBgn0171436	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	285960;286188;288149;288700;289574;290384;291188;291383;291707;292138;292376;292847;293185;293511;294460;295558;295969;296725;296868	286114;287247;288550;289515;290324;290701;291319;291508;291906;292263;292481;293124;293418;293657;294612;295693;296019;296799;297001	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5400	204	195
FBgn0171437	scaffold_26	339841	340554	+	714	1	1
FBgn0171438	scaffold_26;scaffold_26;scaffold_26	391294;396809;397170	391411;396937;397222	+;+;+	300	27	23
FBgn0171439	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	397570;399528;401167;401363;402267;405025	397641;399695;401301;401576;402378;405310	+;+;+;+;+;+	987	173	183
FBgn0171440	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	3225081;3225886;3226237;3226371;3226553;3226948;3227161;3227347;3227603	3225258;3226181;3226292;3226494;3226886;3227099;3227289;3227547;3227905	+;+;+;+;+;+;+;+;+	1773	43	44
FBgn0171441	scaffold_26;scaffold_26;scaffold_26	448994;450670;451428	449094;450948;451518	+;+;+	471	0	0
FBgn0171442	scaffold_26	454787	457417	+	2631	2	2
FBgn0171443	scaffold_26	457786	459408	+	1623	5	3
FBgn0171444	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	489007;489227;490048;490319;490487	489171;489985;490260;490421;490761	+;+;+;+;+	1515	111	103
FBgn0171445	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	514731;518839;541188;541396;541546;542496;542727;543045;543284;543516	515021;518933;541309;541480;541624;542664;542885;543222;543450;543724	+;+;+;+;+;+;+;+;+;+	1554	1255	1222
FBgn0171446	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	550286;550723;550877;551768;551912;552065	550661;550814;551712;551852;552008;552474	+;+;+;+;+;+	1896	1160	1176
FBgn0171447	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	572453;572617;573145;573626;573969	572548;573089;573568;573908;574264	+;+;+;+;+	1572	1061	1029
FBgn0171448	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	592425;594158;594439;595401;595700;596912	592741;594377;594605;595594;595820;597320	+;+;+;+;+;+	1428	0	2
FBgn0171449	scaffold_26;scaffold_26;scaffold_26	610150;610335;610597	610279;610547;611207	+;+;+	954	8	7
FBgn0171450	scaffold_26;scaffold_26;scaffold_26	667994;668555;668881	668380;668828;668891	+;+;+	672	42	39
FBgn0171451	scaffold_26;scaffold_26	703931;704490	704386;705590	+;+	1557	6284	6066
FBgn0171452	scaffold_26	709720	710268	+	549	2	1
FBgn0171453	scaffold_26;scaffold_26	731554;731712	731655;732467	+;+	858	9	11
FBgn0171454	scaffold_26;scaffold_26	733602;734711	734022;735543	+;+	1254	3	2
FBgn0171455	scaffold_26	755954	756976	+	1023	9	9
FBgn0171456	scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26;scaffold_26	764098;764931;767621;767881;769066;769287	764708;766224;767819;768947;769212;770066	+;+;+;+;+;+	4098	681	662
FBgn0171457	scaffold_11553	138	509	-	372	0	0
FBgn0171458	scaffold_3;scaffold_3	3256476;3256571	3256515;3256854	+;+	324	1	0
FBgn0171459	scaffold_11553	736	1110	+	375	1	0
FBgn0171460	scaffold_13220	339	713	-	375	0	0
FBgn0171461	scaffold_29;scaffold_29;scaffold_29	406407;407287;408832	407145;408137;409200	-;-;-	1959	1973	1917
FBgn0171462	scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3;scaffold_3	3263305;3263430;3270890;3272249;3272448;3273474;3273685;3274144	3263364;3263518;3271040;3272383;3272638;3273620;3274084;3274296	+;+;+;+;+;+;+;+	1326	1063	1063
FBgn0171463	scaffold_13561	519	905	-	387	9	5
FBgn0171465	scaffold_3;scaffold_3;scaffold_3;scaffold_3	3280083;3281808;3282212;3282946	3280362;3281989;3282405;3283141	+;+;+;+	852	4	5
FBgn0171466	scaffold_13572	591	995	-	405	0	0
FBgn0171467	scaffold_8582	284	739	-	456	0	0
FBgn0171468	scaffold_5766;scaffold_5766	103;1689	1395;1913	+;+	1518	0	0
FBgn0171469	scaffold_7242	121	384	-	264	0	0
FBgn0171470	scaffold_5574	761	1135	-	375	0	0
FBgn0171471	scaffold_496;scaffold_496	1215;1579	1385;1737	-;-	330	0	0
FBgn0171472	scaffold_3;scaffold_3	3293460;3294100	3294030;3294584	+;+	1056	0	0
FBgn0171473	scaffold_13697	46	558	-	513	7	7
FBgn0171474	scaffold_3;scaffold_3;scaffold_3;scaffold_3	3294659;3294871;3295173;3295595	3294678;3295103;3295580;3295659	+;+;+;+	726	0	0
FBgn0171476	scaffold_708;scaffold_708;scaffold_708	681;9993;10146	818;10091;10175	-;-;-	267	0	0
FBgn0171477	scaffold_3;scaffold_3	3296034;3296311	3296250;3296927	+;+	834	1	0
FBgn0171478	scaffold_8743;scaffold_8743	746;979	919;1164	+;+	360	0	0
FBgn0171479	scaffold_3;scaffold_3;scaffold_3;scaffold_3	3297341;3297652;3298328;3300054	3297398;3298274;3299993;3300292	+;+;+;+	2586	381	369
FBgn0171481	scaffold_1194;scaffold_1194	1616;2543	2487;2561	-;-	891	132	114
FBgn0171482	scaffold_1194;scaffold_1194	101;1366	1297;1512	+;+	1344	1	0
FBgn0171483	scaffold_1194;scaffold_1194	3158;4990	3223;5193	+;+	270	2	0
FBgn0171484	scaffold_14;scaffold_14	2057842;2058663	2058600;2058737	-;-	834	34	38
FBgn0171485	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	2006411;2008368;2008542;2012090;2012982;2013204;2040753	2006541;2008474;2008866;2012222;2013059;2013616;2041143	-;-;-;-;-;-;-	1578	284	267
FBgn0171486	scaffold_14;scaffold_14;scaffold_14	1981307;1982465;1983576	1982154;1982600;1983944	-;-;-	1353	5	4
FBgn0171487	scaffold_14;scaffold_14	1953788;1954019	1953937;1954030	-;-	162	52	54
FBgn0171488	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	1944707;1945157;1947794;1948248;1949033;1949531	1944891;1945645;1947946;1948379;1949173;1949822	-;-;-;-;-;-	1392	137	145
FBgn0171489	scaffold_14;scaffold_14	1938792;1939130	1939076;1939189	-;-	345	0	0
FBgn0171491	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	1920380;1920759;1929266;1929579;1929743;1931390	1920642;1923051;1929514;1929680;1929902;1931457	-;-;-;-;-;-	3135	124	133
FBgn0171492	scaffold_14;scaffold_14	1894310;1897507	1896133;1897518	-;-	1836	3	3
FBgn0171493	scaffold_14;scaffold_14;scaffold_14	1889102;1889517;1890549	1889458;1889765;1890611	-;-;-	669	0	0
FBgn0171494	scaffold_14	1888564	1888911	-	348	0	0
FBgn0171495	scaffold_14;scaffold_14	1830165;1831406	1830848;1831528	-;-	807	1	2
FBgn0171496	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	1805572;1809463;1811578;1812898;1813447;1814145;1814354;1814612;1815110;1817166;1823138;1824585;1827892	1805745;1809570;1811724;1813182;1813747;1814279;1814498;1815042;1815509;1817619;1823301;1824704;1828039	-;-;-;-;-;-;-;-;-;-;-;-;-	3012	595	593
FBgn0171497	scaffold_14;scaffold_14	1778488;1779120	1779062;1779150	-;-	606	14	10
FBgn0171498	scaffold_14;scaffold_14	1771977;1772735	1772654;1772803	-;-	747	0	0
